지점,지점명,일시,기온(°C),강수량(mm),습도(%)
232,천안,2021-09-15 09:00,22.5,,67
232,천안,2021-09-15 10:00,23.7,,61
232,천안,2021-09-15 11:00,25.2,,53
232,천안,2021-09-15 12:00,26.1,,53
232,천안,2021-09-15 13:00,26.7,,51
232,천안,2021-09-15 14:00,27.7,,48
232,천안,2021-09-15 15:00,27.6,,45
232,천안,2021-09-15 16:00,27.2,,49
232,천안,2021-09-15 17:00,26.8,,48
232,천안,2021-09-15 18:00,25.1,,55
232,천안,2021-09-15 19:00,23.7,,61
232,천안,2021-09-15 20:00,22.4,,60
232,천안,2021-09-15 21:00,20.9,,64
232,천안,2021-09-15 22:00,19.7,,68
232,천안,2021-09-15 23:00,19.2,,68
232,천안,2021-09-16 00:00,16.8,,86
232,천안,2021-09-16 01:00,16.1,,88
232,천안,2021-09-16 02:00,15.6,,91
232,천안,2021-09-16 03:00,15,,95
232,천안,2021-09-16 04:00,15,,94
232,천안,2021-09-16 05:00,16.1,,85
232,천안,2021-09-16 06:00,15.7,,88
232,천안,2021-09-16 07:00,17.1,,81
232,천안,2021-09-16 08:00,19.7,,71
232,천안,2021-09-16 09:00,21.2,,65
232,천안,2021-09-16 10:00,22.7,,63
232,천안,2021-09-16 11:00,24.2,,58
232,천안,2021-09-16 12:00,24.4,,57
232,천안,2021-09-16 13:00,25.5,,53
232,천안,2021-09-16 14:00,25.8,,53
232,천안,2021-09-16 15:00,25.5,,55
232,천안,2021-09-16 16:00,25.4,,56
232,천안,2021-09-16 17:00,25.2,,60
232,천안,2021-09-16 18:00,24.1,,65
232,천안,2021-09-16 19:00,23.2,,67
232,천안,2021-09-16 20:00,22.5,,69
232,천안,2021-09-16 21:00,22.1,,71
232,천안,2021-09-16 22:00,22.3,,70
232,천안,2021-09-16 23:00,22.2,,70
232,천안,2021-09-17 00:00,21.5,,75
232,천안,2021-09-17 01:00,20.9,,81
232,천안,2021-09-17 02:00,20.8,,83
232,천안,2021-09-17 03:00,20.5,,85
232,천안,2021-09-17 04:00,20.5,,82
232,천안,2021-09-17 05:00,20.3,,84
232,천안,2021-09-17 06:00,18.9,.1,99
232,천안,2021-09-17 07:00,18.4,1.6,99
232,천안,2021-09-17 08:00,18.4,4.1,99
232,천안,2021-09-17 09:00,19.1,.8,99
232,천안,2021-09-17 10:00,19.3,1,99
232,천안,2021-09-17 11:00,19.6,2.7,99
232,천안,2021-09-17 12:00,19.7,.1,95
232,천안,2021-09-17 13:00,19.8,,92
232,천안,2021-09-17 14:00,20.3,,90
232,천안,2021-09-17 15:00,20.6,,89
232,천안,2021-09-17 16:00,21.1,,82
232,천안,2021-09-17 17:00,21.2,,81
232,천안,2021-09-17 18:00,21.2,,81
232,천안,2021-09-17 19:00,19.5,,90
232,천안,2021-09-17 20:00,18,,99
232,천안,2021-09-17 21:00,17.2,,99
232,천안,2021-09-17 22:00,16.4,,99
232,천안,2021-09-17 23:00,15.8,,99
232,천안,2021-09-18 00:00,15.6,,99
232,천안,2021-09-18 01:00,15.1,,99
232,천안,2021-09-18 02:00,14.4,,99
232,천안,2021-09-18 03:00,14.1,,99
232,천안,2021-09-18 04:00,14,,99
232,천안,2021-09-18 05:00,13.7,,99
232,천안,2021-09-18 06:00,13.4,,99
232,천안,2021-09-18 07:00,14.4,,99
232,천안,2021-09-18 08:00,16.2,,99
232,천안,2021-09-18 09:00,19.4,,84
232,천안,2021-09-18 10:00,22.2,,71
232,천안,2021-09-18 11:00,23.7,,63
232,천안,2021-09-18 12:00,24.1,,62
232,천안,2021-09-18 13:00,25.3,,57
232,천안,2021-09-18 14:00,26.3,,56
232,천안,2021-09-18 15:00,26.9,,55
232,천안,2021-09-18 16:00,26.6,,54
232,천안,2021-09-18 17:00,26.6,,53
232,천안,2021-09-18 18:00,25,,61
232,천안,2021-09-18 19:00,21.6,,87
232,천안,2021-09-18 20:00,19.8,,94
232,천안,2021-09-18 21:00,19.2,,98
232,천안,2021-09-18 22:00,18.4,,99
232,천안,2021-09-18 23:00,17.8,,99
232,천안,2021-09-19 00:00,17.3,,99
232,천안,2021-09-19 01:00,17.1,,99
232,천안,2021-09-19 02:00,17.1,,99
232,천안,2021-09-19 03:00,17.3,,99
232,천안,2021-09-19 04:00,17.2,,99
232,천안,2021-09-19 05:00,16.4,,99
232,천안,2021-09-19 06:00,16.4,,99
232,천안,2021-09-19 07:00,16.8,,99
232,천안,2021-09-19 08:00,19.3,,96
232,천안,2021-09-19 09:00,22,,77
232,천안,2021-09-19 10:00,23.4,,71
232,천안,2021-09-19 11:00,24.6,,66
232,천안,2021-09-19 12:00,25.2,,64
232,천안,2021-09-19 13:00,26.5,,60
232,천안,2021-09-19 14:00,26.7,,52
232,천안,2021-09-19 15:00,27.1,,45
232,천안,2021-09-19 16:00,27.2,,50
232,천안,2021-09-19 17:00,26.7,,54
232,천안,2021-09-19 18:00,25.2,,59
232,천안,2021-09-19 19:00,21.9,,76
232,천안,2021-09-19 20:00,20.1,,91
232,천안,2021-09-19 21:00,18.8,,94
232,천안,2021-09-19 22:00,17.8,,98
232,천안,2021-09-19 23:00,17.4,,98
232,천안,2021-09-20 00:00,16.7,,99
232,천안,2021-09-20 01:00,16.3,,99
232,천안,2021-09-20 02:00,16.3,,99
232,천안,2021-09-20 03:00,16.5,,99
232,천안,2021-09-20 04:00,16.4,,99
232,천안,2021-09-20 05:00,15.8,,99
232,천안,2021-09-20 06:00,15.8,,99
232,천안,2021-09-20 07:00,16.3,,99
232,천안,2021-09-20 08:00,20.4,,79
232,천안,2021-09-20 09:00,21.8,,72
232,천안,2021-09-20 10:00,23,,68
232,천안,2021-09-20 11:00,24,,60
232,천안,2021-09-20 12:00,25,,54
232,천안,2021-09-20 13:00,25.9,,53
232,천안,2021-09-20 14:00,25.6,,53
232,천안,2021-09-20 15:00,25.7,,55
232,천안,2021-09-20 16:00,26,,57
232,천안,2021-09-20 17:00,25.8,,58
232,천안,2021-09-20 18:00,24.7,,63
232,천안,2021-09-20 19:00,23.9,,67
232,천안,2021-09-20 20:00,23.5,,70
232,천안,2021-09-20 21:00,23,,72
232,천안,2021-09-20 22:00,22.2,,76
232,천안,2021-09-20 23:00,21.9,,79
232,천안,2021-09-21 00:00,22,,81
232,천안,2021-09-21 01:00,22.5,,77
232,천안,2021-09-21 02:00,22.5,,78
232,천안,2021-09-21 03:00,22.4,0,83
232,천안,2021-09-21 04:00,20.8,1.9,97
232,천안,2021-09-21 05:00,20.4,1,99
232,천안,2021-09-21 06:00,20,15.2,99
232,천안,2021-09-21 07:00,20.1,18.2,99
232,천안,2021-09-21 08:00,20.2,7.4,99
232,천안,2021-09-21 09:00,20.7,.9,99
232,천안,2021-09-21 10:00,21.5,,99
232,천안,2021-09-21 11:00,21.7,,94
232,천안,2021-09-21 12:00,22.1,,90
232,천안,2021-09-21 13:00,23.2,,84
232,천안,2021-09-21 14:00,24.7,,79
232,천안,2021-09-21 15:00,25.2,,78
232,천안,2021-09-21 16:00,25.1,,69
232,천안,2021-09-21 17:00,24.5,,75
232,천안,2021-09-21 18:00,23.4,,79
232,천안,2021-09-21 19:00,21.5,,87
232,천안,2021-09-21 20:00,21.4,,92
232,천안,2021-09-21 21:00,20.4,,97
232,천안,2021-09-21 22:00,20.9,,94
232,천안,2021-09-21 23:00,21.1,,94
232,천안,2021-09-22 00:00,21.1,,93
232,천안,2021-09-22 01:00,21.1,,93
232,천안,2021-09-22 02:00,21.1,,94
232,천안,2021-09-22 03:00,18,5.6,96
232,천안,2021-09-22 04:00,17.9,1.1,99
232,천안,2021-09-22 05:00,17.7,,99
232,천안,2021-09-22 06:00,17.4,,99
232,천안,2021-09-22 07:00,17.8,,99
232,천안,2021-09-22 08:00,18.8,,97
232,천안,2021-09-22 09:00,18.3,3.3,99
232,천안,2021-09-22 10:00,20.4,,91
232,천안,2021-09-22 11:00,22.4,,86
232,천안,2021-09-22 12:00,22.4,.3,88
232,천안,2021-09-22 13:00,25.2,0,66
232,천안,2021-09-22 14:00,25.2,,56
232,천안,2021-09-22 15:00,25.6,,56
232,천안,2021-09-22 16:00,24.8,,58
232,천안,2021-09-22 17:00,24.2,,59
232,천안,2021-09-22 18:00,22.7,,66
232,천안,2021-09-22 19:00,21.9,0,72
232,천안,2021-09-22 20:00,20.6,,78
232,천안,2021-09-22 21:00,19.9,,85
232,천안,2021-09-22 22:00,18.9,,91
232,천안,2021-09-22 23:00,18.5,,89
232,천안,2021-09-23 00:00,17.9,,95
232,천안,2021-09-23 01:00,17.2,,98
232,천안,2021-09-23 02:00,17,,99
232,천안,2021-09-23 03:00,15.6,,99
232,천안,2021-09-23 04:00,14.8,,99
232,천안,2021-09-23 05:00,14.4,,99
232,천안,2021-09-23 06:00,13.8,,99
232,천안,2021-09-23 07:00,14.3,,99
232,천안,2021-09-23 08:00,16.3,,99
232,천안,2021-09-23 09:00,19.8,,85
232,천안,2021-09-23 10:00,22.3,,58
232,천안,2021-09-23 11:00,23.5,,52
232,천안,2021-09-23 12:00,24,,49
232,천안,2021-09-23 13:00,23.9,,49
232,천안,2021-09-23 14:00,23.3,,53
232,천안,2021-09-23 15:00,23.9,,54
232,천안,2021-09-23 16:00,23.1,,57
232,천안,2021-09-23 17:00,22.8,,60
232,천안,2021-09-23 18:00,22.1,,64
232,천안,2021-09-23 19:00,20.5,,71
232,천안,2021-09-23 20:00,19.3,,76
232,천안,2021-09-23 21:00,17.6,,91
232,천안,2021-09-23 22:00,16.6,,97
232,천안,2021-09-23 23:00,15.8,,99
232,천안,2021-09-24 00:00,15.2,,99
232,천안,2021-09-24 01:00,14.4,,99
232,천안,2021-09-24 02:00,14.2,,99
232,천안,2021-09-24 03:00,13.8,,99
232,천안,2021-09-24 04:00,13.4,,99
232,천안,2021-09-24 05:00,13.4,,99
232,천안,2021-09-24 06:00,13.3,,99
232,천안,2021-09-24 07:00,13.4,,99
232,천안,2021-09-24 08:00,15.2,,99
232,천안,2021-09-24 09:00,18.5,,86
232,천안,2021-09-24 10:00,21.3,,71
232,천안,2021-09-24 11:00,23.2,,64
232,천안,2021-09-24 12:00,24.2,,55
232,천안,2021-09-24 13:00,24.4,,52
232,천안,2021-09-24 14:00,24.9,,52
232,천안,2021-09-24 15:00,24.7,,52
232,천안,2021-09-24 16:00,25.3,,53
232,천안,2021-09-24 17:00,25.4,,50
232,천안,2021-09-24 18:00,23.7,,62
232,천안,2021-09-24 19:00,21,,77
232,천안,2021-09-24 20:00,19.2,,90
232,천안,2021-09-24 21:00,19,,89
232,천안,2021-09-24 22:00,19.4,,83
232,천안,2021-09-24 23:00,17.8,,94
232,천안,2021-09-25 00:00,16.8,,99
232,천안,2021-09-25 01:00,16.3,,99
232,천안,2021-09-25 02:00,16.1,,99
232,천안,2021-09-25 03:00,15.9,,99
232,천안,2021-09-25 04:00,15.9,,99
232,천안,2021-09-25 05:00,15.7,,99
232,천안,2021-09-25 06:00,15.7,,99
232,천안,2021-09-25 07:00,16,,99
232,천안,2021-09-25 08:00,17.1,,99
232,천안,2021-09-25 09:00,21.4,,72
232,천안,2021-09-25 10:00,22.1,,68
232,천안,2021-09-25 11:00,22.7,,68
232,천안,2021-09-25 12:00,22.8,,69
232,천안,2021-09-25 13:00,23.1,,69
232,천안,2021-09-25 14:00,22.5,,72
232,천안,2021-09-25 15:00,22.2,,74
232,천안,2021-09-25 16:00,22.4,,75
232,천안,2021-09-25 17:00,22.3,,77
232,천안,2021-09-25 18:00,21.9,,78
232,천안,2021-09-25 19:00,21.3,,79
232,천안,2021-09-25 20:00,21.1,,76
232,천안,2021-09-25 21:00,20.5,,77
232,천안,2021-09-25 22:00,19.4,,84
232,천안,2021-09-25 23:00,18,,94
232,천안,2021-09-26 00:00,17.4,,97
232,천안,2021-09-26 01:00,17.3,,96
232,천안,2021-09-26 02:00,17.5,,94
232,천안,2021-09-26 03:00,17.3,,95
232,천안,2021-09-26 04:00,16.9,,96
232,천안,2021-09-26 05:00,17.3,,93
232,천안,2021-09-26 06:00,17.2,,94
232,천안,2021-09-26 07:00,17.6,,94
232,천안,2021-09-26 08:00,18.9,,88
232,천안,2021-09-26 09:00,21,,75
232,천안,2021-09-26 10:00,21.5,,72
232,천안,2021-09-26 11:00,22.6,,67
232,천안,2021-09-26 12:00,23.2,,64
232,천안,2021-09-26 13:00,24.1,,58
232,천안,2021-09-26 14:00,24.3,,60
232,천안,2021-09-26 15:00,24.5,,60
232,천안,2021-09-26 16:00,24.4,,58
232,천안,2021-09-26 17:00,23.6,,65
232,천안,2021-09-26 18:00,22.4,,70
232,천안,2021-09-26 19:00,20.9,,88
232,천안,2021-09-26 20:00,19.3,,94
232,천안,2021-09-26 21:00,19.1,,95
232,천안,2021-09-26 22:00,18.9,,96
232,천안,2021-09-26 23:00,20.1,,77
232,천안,2021-09-27 00:00,19,,83
232,천안,2021-09-27 01:00,17.8,,90
232,천안,2021-09-27 02:00,17.3,,91
232,천안,2021-09-27 03:00,18.1,,82
232,천안,2021-09-27 04:00,18.1,,79
232,천안,2021-09-27 05:00,17.4,,86
232,천안,2021-09-27 06:00,17.2,,87
232,천안,2021-09-27 07:00,17.2,,87
232,천안,2021-09-27 08:00,18.7,,79
232,천안,2021-09-27 09:00,19.9,,72
232,천안,2021-09-27 10:00,21,,67
232,천안,2021-09-27 11:00,22.6,,65
232,천안,2021-09-27 12:00,23.4,,61
232,천안,2021-09-27 13:00,24.7,,56
232,천안,2021-09-27 14:00,24.7,,54
232,천안,2021-09-27 15:00,24.7,,58
232,천안,2021-09-27 16:00,24.7,,58
232,천안,2021-09-27 17:00,23.4,0,67
232,천안,2021-09-27 18:00,21.5,0,77
232,천안,2021-09-27 19:00,20.5,0,88
232,천안,2021-09-27 20:00,20.2,0,90
232,천안,2021-09-27 21:00,19.8,,92
232,천안,2021-09-27 22:00,19.5,,93
232,천안,2021-09-27 23:00,19.1,,97
232,천안,2021-09-28 00:00,19.1,,95
232,천안,2021-09-28 01:00,19.4,,92
232,천안,2021-09-28 02:00,19.2,0,92
232,천안,2021-09-28 03:00,19.1,,92
232,천안,2021-09-28 04:00,18.9,0,91
232,천안,2021-09-28 05:00,18.9,,88
232,천안,2021-09-28 06:00,18.5,,92
232,천안,2021-09-28 07:00,18.3,,94
232,천안,2021-09-28 08:00,19.2,,86
232,천안,2021-09-28 09:00,19.9,,79
232,천안,2021-09-28 10:00,20.9,,73
232,천안,2021-09-28 11:00,21.6,,70
232,천안,2021-09-28 12:00,22.4,,66
232,천안,2021-09-28 13:00,23.1,,62
232,천안,2021-09-28 14:00,23.6,,61
232,천안,2021-09-28 15:00,23.6,,65
232,천안,2021-09-28 16:00,23.3,0,69
232,천안,2021-09-28 17:00,22.7,,76
232,천안,2021-09-28 18:00,21,0,91
232,천안,2021-09-28 19:00,20.6,0,99
232,천안,2021-09-28 20:00,20.3,0,99
232,천안,2021-09-28 21:00,20.5,,98
232,천안,2021-09-28 22:00,20.1,0,99
232,천안,2021-09-28 23:00,20.1,.2,99
232,천안,2021-09-29 00:00,20,.1,99
232,천안,2021-09-29 01:00,20.1,,99
232,천안,2021-09-29 02:00,20.1,0,99
232,천안,2021-09-29 03:00,20,,99
232,천안,2021-09-29 04:00,20,,99
232,천안,2021-09-29 05:00,19.9,.3,99
232,천안,2021-09-29 06:00,19.8,.2,99
232,천안,2021-09-29 07:00,20.2,,99
232,천안,2021-09-29 08:00,20.7,,99
232,천안,2021-09-29 09:00,20.5,5.1,99
232,천안,2021-09-29 10:00,20.7,8.8,99
232,천안,2021-09-29 11:00,21.1,2.5,99
232,천안,2021-09-29 12:00,21.8,1.9,99
232,천안,2021-09-29 13:00,21.7,1.4,99
232,천안,2021-09-29 14:00,22.1,.6,99
232,천안,2021-09-29 15:00,22,,96
232,천안,2021-09-29 16:00,21,0,99
232,천안,2021-09-29 17:00,20.2,.4,99
232,천안,2021-09-29 18:00,19.9,.1,99
232,천안,2021-09-29 19:00,19.8,.1,99
232,천안,2021-09-29 20:00,19.3,.1,99
232,천안,2021-09-29 21:00,19.2,.1,99
232,천안,2021-09-29 22:00,19.2,,99
232,천안,2021-09-29 23:00,19,,99
232,천안,2021-09-30 00:00,18.5,,99
232,천안,2021-09-30 01:00,17.7,,99
232,천안,2021-09-30 02:00,17,,99
232,천안,2021-09-30 03:00,17,,99
232,천안,2021-09-30 04:00,16.7,,99
232,천안,2021-09-30 05:00,16.4,,99
232,천안,2021-09-30 06:00,16.1,,99
232,천안,2021-09-30 07:00,16.6,,99
232,천안,2021-09-30 08:00,17.5,,99
232,천안,2021-09-30 09:00,19.4,,95
232,천안,2021-09-30 10:00,20.7,,85
232,천안,2021-09-30 11:00,22.2,,77
232,천안,2021-09-30 12:00,23.9,,71
232,천안,2021-09-30 13:00,25.2,,67
232,천안,2021-09-30 14:00,26.6,,49
232,천안,2021-09-30 15:00,26.8,,55
232,천안,2021-09-30 16:00,26.4,,57
232,천안,2021-09-30 17:00,25.4,,61
232,천안,2021-09-30 18:00,23.2,,68
232,천안,2021-09-30 19:00,20,,92
232,천안,2021-09-30 20:00,19.1,,99
232,천안,2021-09-30 21:00,18.2,,99
232,천안,2021-09-30 22:00,17.7,,99
232,천안,2021-09-30 23:00,17,,99
232,천안,2021-10-01 00:00,16.6,,99
232,천안,2021-10-01 01:00,16.5,,99
232,천안,2021-10-01 02:00,16.3,,99
232,천안,2021-10-01 03:00,16.2,,99
232,천안,2021-10-01 04:00,15.5,,99
232,천안,2021-10-01 05:00,15.4,,99
232,천안,2021-10-01 06:00,16.1,,99
232,천안,2021-10-01 07:00,15.3,,99
232,천안,2021-10-01 08:00,16.5,,99
232,천안,2021-10-01 09:00,17.4,,99
232,천안,2021-10-01 10:00,20.6,,91
232,천안,2021-10-01 11:00,21.7,,84
232,천안,2021-10-01 12:00,23.9,,71
232,천안,2021-10-01 13:00,24.9,,64
232,천안,2021-10-01 14:00,25.7,,50
232,천안,2021-10-01 15:00,26.3,,48
232,천안,2021-10-01 16:00,26.7,,51
232,천안,2021-10-01 17:00,26,,55
232,천안,2021-10-01 18:00,23.6,,65
232,천안,2021-10-01 19:00,21.9,,80
232,천안,2021-10-01 20:00,21.1,,87
232,천안,2021-10-01 21:00,19.7,,95
232,천안,2021-10-01 22:00,20.7,,91
232,천안,2021-10-01 23:00,20.7,2.3,89
232,천안,2021-10-02 00:00,16.3,9.6,92
232,천안,2021-10-02 01:00,15.5,,98
232,천안,2021-10-02 02:00,14.5,,99
232,천안,2021-10-02 03:00,14.2,,99
232,천안,2021-10-02 04:00,14.6,.1,99
232,천안,2021-10-02 05:00,15.1,1.3,99
232,천안,2021-10-02 06:00,15.2,.2,99
232,천안,2021-10-02 07:00,14.9,,99
232,천안,2021-10-02 08:00,15.9,,99
232,천안,2021-10-02 09:00,17.5,,91
232,천안,2021-10-02 10:00,20.2,,83
232,천안,2021-10-02 11:00,21.6,,75
232,천안,2021-10-02 12:00,23.2,,67
232,천안,2021-10-02 13:00,25,,64
232,천안,2021-10-02 14:00,25.1,,58
232,천안,2021-10-02 15:00,25.6,,57
232,천안,2021-10-02 16:00,25.8,,54
232,천안,2021-10-02 17:00,25.2,,59
232,천안,2021-10-02 18:00,22.5,,78
232,천안,2021-10-02 19:00,19.8,,96
232,천안,2021-10-02 20:00,18.7,,99
232,천안,2021-10-02 21:00,17.9,,99
232,천안,2021-10-02 22:00,17.3,,99
232,천안,2021-10-02 23:00,16.8,,99
232,천안,2021-10-03 00:00,16.2,,99
232,천안,2021-10-03 01:00,16,,99
232,천안,2021-10-03 02:00,15.5,,99
232,천안,2021-10-03 03:00,15.1,,99
232,천안,2021-10-03 04:00,14.8,,99
232,천안,2021-10-03 05:00,15.2,,99
232,천안,2021-10-03 06:00,15.6,,99
232,천안,2021-10-03 07:00,15.1,,99
232,천안,2021-10-03 08:00,15.5,,99
232,천안,2021-10-03 09:00,17.3,,99
232,천안,2021-10-03 10:00,21.4,,80
232,천안,2021-10-03 11:00,24,,63
232,천안,2021-10-03 12:00,26.1,,50
232,천안,2021-10-03 13:00,27.3,,48
232,천안,2021-10-03 14:00,28.5,,48
232,천안,2021-10-03 15:00,28.5,,42
232,천안,2021-10-03 16:00,28,,43
232,천안,2021-10-03 17:00,27.5,,47
232,천안,2021-10-03 18:00,22.7,,75
232,천안,2021-10-03 19:00,20.4,,85
232,천안,2021-10-03 20:00,19.1,,92
232,천안,2021-10-03 21:00,18.3,,94
232,천안,2021-10-03 22:00,16.9,,98
232,천안,2021-10-03 23:00,16,,99
232,천안,2021-10-04 00:00,15.7,,99
232,천안,2021-10-04 01:00,15.4,,99
232,천안,2021-10-04 02:00,15.2,,99
232,천안,2021-10-04 03:00,15,,99
232,천안,2021-10-04 04:00,15.6,,99
232,천안,2021-10-04 05:00,15.4,,99
232,천안,2021-10-04 06:00,15.8,,99
232,천안,2021-10-04 07:00,15.7,,99
232,천안,2021-10-04 08:00,17.5,,99
232,천안,2021-10-04 09:00,19,,92
232,천안,2021-10-04 10:00,20.8,,84
232,천안,2021-10-04 11:00,22.4,,77
232,천안,2021-10-04 12:00,24,,73
232,천안,2021-10-04 13:00,27,,69
232,천안,2021-10-04 14:00,26.9,,67
232,천안,2021-10-04 15:00,26.9,,63
232,천안,2021-10-04 16:00,26.9,,64
232,천안,2021-10-04 17:00,26.4,,67
232,천안,2021-10-04 18:00,24.5,,78
232,천안,2021-10-04 19:00,23.9,,80
232,천안,2021-10-04 20:00,23.7,,80
232,천안,2021-10-04 21:00,23.4,,82
232,천안,2021-10-04 22:00,20.3,,98
232,천안,2021-10-04 23:00,19.8,,99
232,천안,2021-10-05 00:00,19.3,,99
232,천안,2021-10-05 01:00,18.7,,99
232,천안,2021-10-05 02:00,18.4,,99
232,천안,2021-10-05 03:00,18.1,,99
232,천안,2021-10-05 04:00,17.7,,99
232,천안,2021-10-05 05:00,17.4,,99
232,천안,2021-10-05 06:00,17.3,,99
232,천안,2021-10-05 07:00,17.3,,99
232,천안,2021-10-05 08:00,18.8,,99
232,천안,2021-10-05 09:00,22.4,,89
232,천안,2021-10-05 10:00,24.2,,76
232,천안,2021-10-05 11:00,24.6,,71
232,천안,2021-10-05 12:00,25.4,,68
232,천안,2021-10-05 13:00,26.9,,60
232,천안,2021-10-05 14:00,26.9,,58
232,천안,2021-10-05 15:00,27.6,,54
232,천안,2021-10-05 16:00,27.1,,55
232,천안,2021-10-05 17:00,26.5,,56
232,천안,2021-10-05 18:00,24,,64
232,천안,2021-10-05 19:00,21.3,,83
232,천안,2021-10-05 20:00,20.4,,91
232,천안,2021-10-05 21:00,20.6,,94
232,천안,2021-10-05 22:00,20.1,,94
232,천안,2021-10-05 23:00,20.1,,97
232,천안,2021-10-06 00:00,20.3,,96
232,천안,2021-10-06 01:00,20.4,,97
232,천안,2021-10-06 02:00,20.5,,95
232,천안,2021-10-06 03:00,20.1,,99
232,천안,2021-10-06 04:00,20.2,,98
232,천안,2021-10-06 05:00,20.1,,99
232,천안,2021-10-06 06:00,20.1,,98
232,천안,2021-10-06 07:00,20,,99
232,천안,2021-10-06 08:00,20.1,,99
232,천안,2021-10-06 09:00,19.7,.1,99
232,천안,2021-10-06 10:00,19.8,.5,99
232,천안,2021-10-06 11:00,19.9,.3,99
232,천안,2021-10-06 12:00,20.7,,96
232,천안,2021-10-06 13:00,21.7,,90
232,천안,2021-10-06 14:00,23,,82
232,천안,2021-10-06 15:00,23.9,,77
232,천안,2021-10-06 16:00,24.1,,77
232,천안,2021-10-06 17:00,23.7,,79
232,천안,2021-10-06 18:00,22.5,,84
232,천안,2021-10-06 19:00,21.7,,83
232,천안,2021-10-06 20:00,20.1,,91
232,천안,2021-10-06 21:00,19.4,,94
232,천안,2021-10-06 22:00,18.6,,98
232,천안,2021-10-06 23:00,18.2,,99
232,천안,2021-10-07 00:00,17.3,,99
232,천안,2021-10-07 01:00,17.2,,99
232,천안,2021-10-07 02:00,17.5,,99
232,천안,2021-10-07 03:00,17.8,,99
232,천안,2021-10-07 04:00,17.8,,99
232,천안,2021-10-07 05:00,17.9,0,99
232,천안,2021-10-07 06:00,18.1,,99
232,천안,2021-10-07 07:00,18.2,0,99
232,천안,2021-10-07 08:00,18.8,,99
232,천안,2021-10-07 09:00,19.7,,97
232,천안,2021-10-07 10:00,21.2,,92
232,천안,2021-10-07 11:00,20.8,0,93
232,천안,2021-10-07 12:00,19.4,12.4,99
232,천안,2021-10-07 13:00,20.5,.8,96
232,천안,2021-10-07 14:00,20.4,0,99
232,천안,2021-10-07 15:00,20.7,.2,95
232,천안,2021-10-07 16:00,21,,91
232,천안,2021-10-07 17:00,20.9,,95
232,천안,2021-10-07 18:00,19.9,,99
232,천안,2021-10-07 19:00,19,,99
232,천안,2021-10-07 20:00,19,,99
232,천안,2021-10-07 21:00,18.9,0,99
232,천안,2021-10-07 22:00,19.1,0,99
232,천안,2021-10-07 23:00,18.4,,99
232,천안,2021-10-08 00:00,18,,99
232,천안,2021-10-08 01:00,17.7,,99
232,천안,2021-10-08 02:00,18,,99
232,천안,2021-10-08 03:00,18,,99
232,천안,2021-10-08 04:00,17.9,,99
232,천안,2021-10-08 05:00,18,0,99
232,천안,2021-10-08 06:00,18,,99
232,천안,2021-10-08 07:00,18.2,.1,99
232,천안,2021-10-08 08:00,18.6,,99
232,천안,2021-10-08 09:00,18.9,.4,99
232,천안,2021-10-08 10:00,19.5,0,99
232,천안,2021-10-08 11:00,19.9,,99
232,천안,2021-10-08 12:00,21,,90
232,천안,2021-10-08 13:00,21.4,,87
232,천안,2021-10-08 14:00,21.4,,88
232,천안,2021-10-08 15:00,21.3,0,90
232,천안,2021-10-08 16:00,20.7,0,99
232,천안,2021-10-08 17:00,20.5,.7,99
232,천안,2021-10-08 18:00,20,.1,99
232,천안,2021-10-08 19:00,19.6,.2,99
232,천안,2021-10-08 20:00,19.4,,99
232,천안,2021-10-08 21:00,19.1,,99
232,천안,2021-10-08 22:00,19,,99
232,천안,2021-10-08 23:00,19.2,,99
232,천안,2021-10-09 00:00,19.2,,99
232,천안,2021-10-09 01:00,19,,99
232,천안,2021-10-09 02:00,19.3,,99
232,천안,2021-10-09 03:00,19.6,,99
232,천안,2021-10-09 04:00,19.3,,99
232,천안,2021-10-09 05:00,19.2,,99
232,천안,2021-10-09 06:00,19.1,,99
232,천안,2021-10-09 07:00,19.3,,99
232,천안,2021-10-09 08:00,19.9,0,99
232,천안,2021-10-09 09:00,20.4,.1,99
232,천안,2021-10-09 10:00,21.4,0,91
232,천안,2021-10-09 11:00,22.8,,83
232,천안,2021-10-09 12:00,23.5,,78
232,천안,2021-10-09 13:00,24.7,,75
232,천안,2021-10-09 14:00,25.6,,66
232,천안,2021-10-09 15:00,25.7,,67
232,천안,2021-10-09 16:00,26.7,,62
232,천안,2021-10-09 17:00,25.8,,68
232,천안,2021-10-09 18:00,23.8,,81
232,천안,2021-10-09 19:00,21.4,,98
232,천안,2021-10-09 20:00,20.3,,99
232,천안,2021-10-09 21:00,19.7,,99
232,천안,2021-10-09 22:00,19.1,,99
232,천안,2021-10-09 23:00,19,,99
232,천안,2021-10-10 00:00,18.6,,99
232,천안,2021-10-10 01:00,18.7,,99
232,천안,2021-10-10 02:00,18.5,,99
232,천안,2021-10-10 03:00,18.1,,99
232,천안,2021-10-10 04:00,18.1,,99
232,천안,2021-10-10 05:00,18.4,,99
232,천안,2021-10-10 06:00,18.5,,99
232,천안,2021-10-10 07:00,18.6,,99
232,천안,2021-10-10 08:00,19.8,,99
232,천안,2021-10-10 09:00,21.3,,96
232,천안,2021-10-10 10:00,23.3,,83
232,천안,2021-10-10 11:00,25.5,,73
232,천안,2021-10-10 12:00,26.3,,67
232,천안,2021-10-10 13:00,26.2,,69
232,천안,2021-10-10 14:00,26.2,,70
